"entrezgene","external_gene_name","gene_biotype","description"
51465,"UBE2J1","protein_coding","ubiquitin conjugating enzyme E2 J1 [Source:HGNC Symbol;Acc:HGNC:17598]"
51474,"LIMA1","protein_coding","LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636]"
51524,"TMEM138","protein_coding","transmembrane protein 138 [Source:HGNC Symbol;Acc:HGNC:26944]"
51555,"PEX5L","protein_coding","peroxisomal biogenesis factor 5 like [Source:HGNC Symbol;Acc:HGNC:30024]"
5156,"PDGFRA","protein_coding","platelet derived growth factor receptor alpha [Source:HGNC Symbol;Acc:HGNC:8803]"
51655,"RASD1","protein_coding","ras related dexamethasone induced 1 [Source:HGNC Symbol;Acc:HGNC:15828]"
51742,"ARID4B","protein_coding","AT-rich interaction domain 4B [Source:HGNC Symbol;Acc:HGNC:15550]"
5214,"PFKP","protein_coding","phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]"
5217,"PFN2","protein_coding","profilin 2 [Source:HGNC Symbol;Acc:HGNC:8882]"
5311,"PKD2","protein_coding","polycystin 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9009]"
5316,"PKNOX1","protein_coding","PBX/knotted 1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9022]"
5324,"PLAG1","protein_coding","PLAG1 zinc finger [Source:HGNC Symbol;Acc:HGNC:9045]"
53347,"UBASH3A","protein_coding","ubiquitin associated and SH3 domain containing A [Source:HGNC Symbol;Acc:HGNC:12462]"
53904,"MYO3A","protein_coding","myosin IIIA [Source:HGNC Symbol;Acc:HGNC:7601]"
53944,"CSNK1G1","protein_coding","casein kinase 1 gamma 1 [Source:HGNC Symbol;Acc:HGNC:2454]"
54207,"KCNK10","protein_coding","potassium two pore domain channel subfamily K member 10 [Source:HGNC Symbol;Acc:HGNC:6273]"
5445,"PON2","protein_coding","paraoxonase 2 [Source:HGNC Symbol;Acc:HGNC:9205]"
54462,"CCSER2","protein_coding","coiled-coil serine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:29197]"
54464,"XRN1","protein_coding","5'-3' exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:30654]"
54467,"ANKIB1","protein_coding","ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]"
54557,"SGTB","protein_coding","small glutamine rich tetratricopeptide repeat containing beta [Source:HGNC Symbol;Acc:HGNC:23567]"
54623,"PAF1","protein_coding","PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]"
5463,"POU6F1","protein_coding","POU class 6 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9224]"
5465,"PPARA","protein_coding","peroxisome proliferator activated receptor alpha [Source:HGNC Symbol;Acc:HGNC:9232]"
54665,"RSBN1","protein_coding","round spermatid basic protein 1 [Source:HGNC Symbol;Acc:HGNC:25642]"
54677,"CROT","protein_coding","carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]"
54726,"OTUD4","protein_coding","OTU deubiquitinase 4 [Source:HGNC Symbol;Acc:HGNC:24949]"
5476,"CTSA","protein_coding","cathepsin A [Source:HGNC Symbol;Acc:HGNC:9251]"
54796,"BNC2","protein_coding","basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]"
54813,"KLHL28","protein_coding","kelch like family member 28 [Source:HGNC Symbol;Acc:HGNC:19741]"
54862,"CC2D1A","protein_coding","coiled-coil and C2 domain containing 1A [Source:HGNC Symbol;Acc:HGNC:30237]"
54874,"FNBP1L","protein_coding","formin binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:20851]"
54891,"INO80D","protein_coding","INO80 complex subunit D [Source:HGNC Symbol;Acc:HGNC:25997]"
54899,"PXK","protein_coding","PX domain containing serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:23326]"
55023,"PHIP","protein_coding","pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]"
55054,"ATG16L1","protein_coding","autophagy related 16 like 1 [Source:HGNC Symbol;Acc:HGNC:21498]"
55056,"GABPB1-IT1","sense_intronic","GABPB1 intronic transcript [Source:HGNC Symbol;Acc:HGNC:25469]"
55071,"C9orf40","protein_coding","chromosome 9 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:23433]"
55074,"OXR1","protein_coding","oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]"
55083,"KIF26B","protein_coding","kinesin family member 26B [Source:HGNC Symbol;Acc:HGNC:25484]"
55124,"PIWIL2","protein_coding","piwi like RNA-mediated gene silencing 2 [Source:HGNC Symbol;Acc:HGNC:17644]"
55166,"CENPQ","protein_coding","centromere protein Q [Source:HGNC Symbol;Acc:HGNC:21347]"
5520,"PPP2R2A","protein_coding","protein phosphatase 2 regulatory subunit Balpha [Source:HGNC Symbol;Acc:HGNC:9304]"
55262,"C7orf43","protein_coding","chromosome 7 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:25604]"
55284,"UBE2W","protein_coding","ubiquitin conjugating enzyme E2 W [Source:HGNC Symbol;Acc:HGNC:25616]"
55293,"UEVLD","protein_coding","UEV and lactate/malate dehyrogenase domains [Source:HGNC Symbol;Acc:HGNC:30866]"
5534,"PPP3R1","protein_coding","protein phosphatase 3 regulatory subunit B, alpha [Source:HGNC Symbol;Acc:HGNC:9317]"
5537,"PPP6C","protein_coding","protein phosphatase 6 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9323]"
55432,"YOD1","protein_coding","YOD1 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:25035]"
55450,"CAMK2N1","protein_coding","calcium/calmodulin dependent protein kinase II inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:24190]"
55503,"TRPV6","protein_coding","transient receptor potential cation channel subfamily V member 6 [Source:HGNC Symbol;Acc:HGNC:14006]"
55521,"TRIM36","protein_coding","tripartite motif containing 36 [Source:HGNC Symbol;Acc:HGNC:16280]"
55577,"NAGK","protein_coding","N-acetylglucosamine kinase [Source:HGNC Symbol;Acc:HGNC:17174]"
55664,"CDC37L1","protein_coding","cell division cycle 37 like 1 [Source:HGNC Symbol;Acc:HGNC:17179]"
55666,"NPLOC4","protein_coding","NPL4 homolog, ubiquitin recognition factor [Source:HGNC Symbol;Acc:HGNC:18261]"
55680,"RUFY2","protein_coding","RUN and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19761]"
5569,"PKIA","protein_coding","cAMP-dependent protein kinase inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:9017]"
55727,"BTBD7","protein_coding","BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]"
55783,"CMTR2","protein_coding","cap methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:25635]"
5586,"PKN2","protein_coding","protein kinase N2 [Source:HGNC Symbol;Acc:HGNC:9406]"
56142,"PCDHA6","protein_coding","protocadherin alpha 6 [Source:HGNC Symbol;Acc:HGNC:8672]"
5638,"PRRG1","protein_coding","proline rich and Gla domain 1 [Source:HGNC Symbol;Acc:HGNC:9469]"
56648,"EIF5A2","protein_coding","eukaryotic translation initiation factor 5A2 [Source:HGNC Symbol;Acc:HGNC:3301]"
56849,"TCEAL7","protein_coding","transcription elongation factor A like 7 [Source:HGNC Symbol;Acc:HGNC:28336]"
56896,"DPYSL5","protein_coding","dihydropyrimidinase like 5 [Source:HGNC Symbol;Acc:HGNC:20637]"
56929,"FEM1C","protein_coding","fem-1 homolog C [Source:HGNC Symbol;Acc:HGNC:16933]"
56946,"EMSY","protein_coding","EMSY, BRCA2 interacting transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:18071]"
56963,"RGMA","protein_coding","repulsive guidance molecule BMP co-receptor a [Source:HGNC Symbol;Acc:HGNC:30308]"
56965,"PARP6","protein_coding","poly(ADP-ribose) polymerase family member 6 [Source:HGNC Symbol;Acc:HGNC:26921]"
57030,"SLC17A7","protein_coding","solute carrier family 17 member 7 [Source:HGNC Symbol;Acc:HGNC:16704]"
57035,"RSRP1","protein_coding","arginine and serine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:25234]"
57088,"PLSCR4","protein_coding","phospholipid scramblase 4 [Source:HGNC Symbol;Acc:HGNC:16497]"
57144,"PAK5","protein_coding","p21 (RAC1) activated kinase 5 [Source:HGNC Symbol;Acc:HGNC:15916]"
57157,"PHTF2","protein_coding","putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411]"
57169,"ZNFX1","protein_coding","zinc finger NFX1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29271]"
57182,"ANKRD50","protein_coding","ankyrin repeat domain 50 [Source:HGNC Symbol;Acc:HGNC:29223]"
57184,"FAM219B","protein_coding","family with sequence similarity 219 member B [Source:HGNC Symbol;Acc:HGNC:24695]"
5728,"PTEN","protein_coding","phosphatase and tensin homolog [Source:HGNC Symbol;Acc:HGNC:9588]"
5733,"PTGER3","protein_coding","prostaglandin E receptor 3 [Source:HGNC Symbol;Acc:HGNC:9595]"
5738,"PTGFRN","protein_coding","prostaglandin F2 receptor inhibitor [Source:HGNC Symbol;Acc:HGNC:9601]"
57403,"RAB22A","protein_coding","RAB22A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9764]"
5744,"PTHLH","protein_coding","parathyroid hormone like hormone [Source:HGNC Symbol;Acc:HGNC:9607]"
57464,"STRIP2","protein_coding","striatin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:22209]"
57473,"ZNF512B","protein_coding","zinc finger protein 512B [Source:HGNC Symbol;Acc:HGNC:29212]"
57478,"USP31","protein_coding","ubiquitin specific peptidase 31 [Source:HGNC Symbol;Acc:HGNC:20060]"
57493,"HEG1","protein_coding","heart development protein with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227]"
57551,"TAOK1","protein_coding","TAO kinase 1 [Source:HGNC Symbol;Acc:HGNC:29259]"
5756,"TWF1","protein_coding","twinfilin actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9620]"
57606,"SLAIN2","protein_coding","SLAIN motif family member 2 [Source:HGNC Symbol;Acc:HGNC:29282]"
57616,"TSHZ3","protein_coding","teashirt zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:30700]"
57659,"ZBTB4","protein_coding","zinc finger and BTB domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23847]"
5774,"PTPN3","protein_coding","protein tyrosine phosphatase, non-receptor type 3 [Source:HGNC Symbol;Acc:HGNC:9655]"
5775,"PTPN4","protein_coding","protein tyrosine phosphatase, non-receptor type 4 [Source:HGNC Symbol;Acc:HGNC:9656]"
57826,"RAP2C","protein_coding","RAP2C, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:21165]"
5789,"PTPRD","protein_coding","protein tyrosine phosphatase, receptor type D [Source:HGNC Symbol;Acc:HGNC:9668]"
5814,"PURB","protein_coding","purine rich element binding protein B [Source:HGNC Symbol;Acc:HGNC:9702]"
58528,"RRAGD","protein_coding","Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]"
5869,"RAB5B","protein_coding","RAB5B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9784]"
59084,"ENPP5","protein_coding","ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative) [Source:HGNC Symbol;Acc:HGNC:13717]"
5926,"ARID4A","protein_coding","AT-rich interaction domain 4A [Source:HGNC Symbol;Acc:HGNC:9885]"
59277,"NTN4","protein_coding","netrin 4 [Source:HGNC Symbol;Acc:HGNC:13658]"
5931,"RBBP7","protein_coding","RB binding protein 7, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9890]"
5978,"REST","protein_coding","RE1 silencing transcription factor [Source:HGNC Symbol;Acc:HGNC:9966]"
5980,"REV3L","protein_coding","REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]"
6045,"RNF2","protein_coding","ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:10061]"
6049,"RNF6","protein_coding","ring finger protein 6 [Source:HGNC Symbol;Acc:HGNC:10069]"
6050,"RNH1","protein_coding","ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]"
6095,"RORA","protein_coding","RAR related orphan receptor A [Source:HGNC Symbol;Acc:HGNC:10258]"
619279,"ZNF704","protein_coding","zinc finger protein 704 [Source:HGNC Symbol;Acc:HGNC:32291]"
6241,"RRM2","protein_coding","ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452]"
6299,"SALL1","protein_coding","spalt like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10524]"
63027,"SLC22A23","protein_coding","solute carrier family 22 member 23 [Source:HGNC Symbol;Acc:HGNC:21106]"
6310,"ATXN1","protein_coding","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]"
6323,"SCN1A","protein_coding","sodium voltage-gated channel alpha subunit 1 [Source:HGNC Symbol;Acc:HGNC:10585]"
6326,"SCN2A","protein_coding","sodium voltage-gated channel alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:10588]"
6346,"CCL1","protein_coding","C-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10609]"
6383,"SDC2","protein_coding","syndecan 2 [Source:HGNC Symbol;Acc:HGNC:10659]"
64067,"NPAS3","protein_coding","neuronal PAS domain protein 3 [Source:HGNC Symbol;Acc:HGNC:19311]"
64081,"PBLD","protein_coding","phenazine biosynthesis like protein domain containing [Source:HGNC Symbol;Acc:HGNC:23301]"
64089,"SNX16","protein_coding","sorting nexin 16 [Source:HGNC Symbol;Acc:HGNC:14980]"
64093,"SMOC1","protein_coding","SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]"
64094,"SMOC2","protein_coding","SPARC related modular calcium binding 2 [Source:HGNC Symbol;Acc:HGNC:20323]"
64130,"LIN7B","protein_coding","lin-7 homolog B, crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:17788]"
64400,"AKTIP","protein_coding","AKT interacting protein [Source:HGNC Symbol;Acc:HGNC:16710]"
64718,"UNKL","protein_coding","unkempt family like zinc finger [Source:HGNC Symbol;Acc:HGNC:14184]"
64854,"USP46","protein_coding","ubiquitin specific peptidase 46 [Source:HGNC Symbol;Acc:HGNC:20075]"
64919,"BCL11B","protein_coding","B cell CLL/lymphoma 11B [Source:HGNC Symbol;Acc:HGNC:13222]"
65117,"RSRC2","protein_coding","arginine and serine rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559]"
65124,"SOWAHC","protein_coding","sosondowah ankyrin repeat domain family member C [Source:HGNC Symbol;Acc:HGNC:26149]"
651746,"ANKRD33B","protein_coding","ankyrin repeat domain 33B [Source:HGNC Symbol;Acc:HGNC:35240]"
659,"BMPR2","protein_coding","bone morphogenetic protein receptor type 2 [Source:HGNC Symbol;Acc:HGNC:1078]"
65975,"STK33","protein_coding","serine/threonine kinase 33 [Source:HGNC Symbol;Acc:HGNC:14568]"
65981,"CAPRIN2","protein_coding","caprin family member 2 [Source:HGNC Symbol;Acc:HGNC:21259]"
65997,"RASL11B","protein_coding","RAS like family 11 member B [Source:HGNC Symbol;Acc:HGNC:23804]"
663,"BNIP2","protein_coding","BCL2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:1083]"
6654,"SOS1","protein_coding","SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:11187]"
6659,"SOX4","protein_coding","SRY-box 4 [Source:HGNC Symbol;Acc:HGNC:11200]"
6774,"STAT3","protein_coding","signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364]"
6815,"STYX","protein_coding","serine/threonine/tyrosine interacting protein [Source:HGNC Symbol;Acc:HGNC:11447]"
6993,"DYNLT1","protein_coding","dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]"
7041,"TGFB1I1","protein_coding","transforming growth factor beta 1 induced transcript 1 [Source:HGNC Symbol;Acc:HGNC:11767]"
7048,"TGFBR2","protein_coding","transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773]"
7091,"TLE4","protein_coding","transducin like enhancer of split 4 [Source:HGNC Symbol;Acc:HGNC:11840]"
7107,"GPR137B","protein_coding","G protein-coupled receptor 137B [Source:HGNC Symbol;Acc:HGNC:11862]"
7182,"NR2C2","protein_coding","nuclear receptor subfamily 2 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7972]"
7251,"TSG101","protein_coding","tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971]"
7276,"TTR","protein_coding","transthyretin [Source:HGNC Symbol;Acc:HGNC:12405]"
728492,"SERF1B","protein_coding","small EDRK-rich factor 1B [Source:HGNC Symbol;Acc:HGNC:10756]"
730094,"MOSMO","protein_coding","modulator of smoothened [Source:HGNC Symbol;Acc:HGNC:27087]"
7320,"UBE2B","protein_coding","ubiquitin conjugating enzyme E2 B [Source:HGNC Symbol;Acc:HGNC:12473]"
7436,"VLDLR","protein_coding","very low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:12698]"
7465,"WEE1","protein_coding","WEE1 G2 checkpoint kinase [Source:HGNC Symbol;Acc:HGNC:12761]"
7707,"ZNF148","protein_coding","zinc finger protein 148 [Source:HGNC Symbol;Acc:HGNC:12933]"
7776,"ZNF236","protein_coding","zinc finger protein 236 [Source:HGNC Symbol;Acc:HGNC:13028]"
7804,"LRP8","protein_coding","LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]"
79000,"AUNIP","protein_coding","aurora kinase A and ninein interacting protein [Source:HGNC Symbol;Acc:HGNC:28363]"
79056,"PRRG4","protein_coding","proline rich and Gla domain 4 [Source:HGNC Symbol;Acc:HGNC:30799]"
79089,"TMUB2","protein_coding","transmembrane and ubiquitin like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28459]"
79137,"RETREG2","protein_coding","reticulophagy regulator family member 2 [Source:HGNC Symbol;Acc:HGNC:28450]"
79443,"FYCO1","protein_coding","FYVE and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14673]"
79589,"RNF128","protein_coding","ring finger protein 128, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:21153]"
79590,"MRPL24","protein_coding","mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:14037]"
79598,"CEP97","protein_coding","centrosomal protein 97 [Source:HGNC Symbol;Acc:HGNC:26244]"
79633,"FAT4","protein_coding","FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]"
79660,"PPP1R3B","protein_coding","protein phosphatase 1 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:14942]"
79735,"TBC1D17","protein_coding","TBC1 domain family member 17 [Source:HGNC Symbol;Acc:HGNC:25699]"
79745,"CLIP4","protein_coding","CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]"
7976,"FZD3","protein_coding","frizzled class receptor 3 [Source:HGNC Symbol;Acc:HGNC:4041]"
79805,"VASH2","protein_coding","vasohibin 2 [Source:HGNC Symbol;Acc:HGNC:25723]"
79884,"MAP9","protein_coding","microtubule associated protein 9 [Source:HGNC Symbol;Acc:HGNC:26118]"
79901,"CYBRD1","protein_coding","cytochrome b reductase 1 [Source:HGNC Symbol;Acc:HGNC:20797]"
800,"CALD1","protein_coding","caldesmon 1 [Source:HGNC Symbol;Acc:HGNC:1441]"
80013,"MINDY3","protein_coding","MINDY lysine 48 deubiquitinase 3 [Source:HGNC Symbol;Acc:HGNC:23578]"
80034,"CSRNP3","protein_coding","cysteine and serine rich nuclear protein 3 [Source:HGNC Symbol;Acc:HGNC:30729]"
8013,"NR4A3","protein_coding","nuclear receptor subfamily 4 group A member 3 [Source:HGNC Symbol;Acc:HGNC:7982]"
80143,"SIKE1","protein_coding","suppressor of IKBKE 1 [Source:HGNC Symbol;Acc:HGNC:26119]"
80205,"CHD9","protein_coding","chromodomain helicase DNA binding protein 9 [Source:HGNC Symbol;Acc:HGNC:25701]"
80223,"RAB11FIP1","protein_coding","RAB11 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30265]"
80351,"TNKS2","protein_coding","tankyrase 2 [Source:HGNC Symbol;Acc:HGNC:15677]"
80380,"PDCD1LG2","protein_coding","programmed cell death 1 ligand 2 [Source:HGNC Symbol;Acc:HGNC:18731]"
80821,"DDHD1","protein_coding","DDHD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19714]"
8128,"ST8SIA2","protein_coding","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10870]"
81491,"GPR63","protein_coding","G protein-coupled receptor 63 [Source:HGNC Symbol;Acc:HGNC:13302]"
81573,"ANKRD13C","protein_coding","ankyrin repeat domain 13C [Source:HGNC Symbol;Acc:HGNC:25374]"
81603,"TRIM8","protein_coding","tripartite motif containing 8 [Source:HGNC Symbol;Acc:HGNC:15579]"
81831,"NETO2","protein_coding","neuropilin and tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:14644]"
81839,"VANGL1","protein_coding","VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:15512]"
8202,"NCOA3","protein_coding","nuclear receptor coactivator 3 [Source:HGNC Symbol;Acc:HGNC:7670]"
8293,"SERF1B","protein_coding","small EDRK-rich factor 1B [Source:HGNC Symbol;Acc:HGNC:10756]"
8293,"SERF1A","protein_coding","small EDRK-rich factor 1A [Source:HGNC Symbol;Acc:HGNC:10755]"
83544,"DNAL1","protein_coding","dynein axonemal light chain 1 [Source:HGNC Symbol;Acc:HGNC:23247]"
84056,"KATNAL1","protein_coding","katanin catalytic subunit A1 like 1 [Source:HGNC Symbol;Acc:HGNC:28361]"
8408,"ULK1","protein_coding","unc-51 like autophagy activating kinase 1 [Source:HGNC Symbol;Acc:HGNC:12558]"
84280,"BTBD10","protein_coding","BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:21445]"
84312,"BRMS1L","protein_coding","BRMS1 like transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:20512]"
84458,"LCOR","protein_coding","ligand dependent nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29503]"
84541,"KBTBD8","protein_coding","kelch repeat and BTB domain containing 8 [Source:HGNC Symbol;Acc:HGNC:30691]"
